total_daily_units,month,monthly_units,monthly_bill
4,11,120,538.5
7.93,1,237.9,1290.54
2.34,9,70.2,332.24
9.26,1,277.8,1604.9
7.11,4,213.3,1103.58
10.42,5,312.6,1889.6
15.51,5,465.3,3187.55
11.45,11,343.5,2152.25
1.65,7,49.5,255.92
6.42,7,192.6,955.14
4.84,1,145.2,659.46
1.44,2,43.2,236.08
6.06,9,181.8,886.02
10.98,9,329.4,2032.4
8.91,3,267.3,1520.9
7.2,12,216,1124.1
2.79,1,83.7,382.19
11.41,3,342.3,2142.05
4.7,2,141,639.3
13.42,5,402.6,2654.6
9.2,11,276,1590.5
7.62,12,228.6,1219.86
5.08,4,152.4,697.86
8.56,12,256.8,1436.9
9.67,5,290.1,1703.3
3.02,9,90.6,407.72
16.53,3,495.9,3447.65
6.89,9,206.7,1053.42
12,3,360,2292.5
4.95,1,148.5,675.3
7.63,5,228.9,1222.14
6.43,12,192.9,957.06
12.04,5,361.2,2302.7
3.76,9,112.8,503.94
8.09,12,242.7,1327.02
11.38,7,341.4,2134.4
8.87,3,266.1,1511.3
10.79,5,323.7,1983.95
3.56,5,106.8,475.14
12.18,1,365.4,2338.4
1.65,12,49.5,255.92
4.78,7,143.4,650.82
7.8,10,234,1260.9
2.1,6,63,305.6
5.8,8,174,836.1
4.62,9,138.6,627.78
2.28,1,68.4,325.58
15.75,5,472.5,3248.75
3.94,8,118.2,529.86
5.02,4,150.6,686.34
15.13,4,453.9,3090.65
1.63,4,48.9,254.03
10.01,2,300.3,1785.05
8.52,7,255.6,1427.3
12.04,7,361.2,2302.7
16.23,5,486.9,3371.15
4.55,11,136.5,617.7
2.51,9,75.3,351.11
8.41,4,252.3,1400.9
6.01,8,180.3,876.42
8.59,7,257.7,1444.1
6.05,6,181.5,884.1
13.51,12,405.3,2677.55
5.05,8,151.5,692.1
7.67,2,230.1,1231.26
9.11,4,273.3,1568.9
6.09,9,182.7,891.78
9.89,2,296.7,1756.1
9.16,1,274.8,1580.9
5.91,9,177.3,857.22
1.33,11,39.9,225.69
12.42,1,372.6,2399.6
6.92,3,207.6,1060.26
2.06,3,61.8,301.16
9.26,11,277.8,1604.9
11.59,3,347.7,2187.95
7.25,11,217.5,1135.5
6.56,1,196.8,982.02
3.19,10,95.7,426.59
5.02,9,150.6,686.34
10.19,2,305.7,1830.95
7.78,8,233.4,1256.34
1.17,9,35.1,210.56
4.49,11,134.7,609.06
10.44,2,313.2,1894.7
9.28,5,278.4,1609.7
16.7,4,501,3491
1.73,7,51.9,264.53
2.97,2,89.1,402.17
4.58,10,137.4,622.02
3.68,11,110.4,492.42
1.75,10,52.5,266.75
11.03,11,330.9,2045.15
11.34,3,340.2,2124.2
3.3,10,99,438.8
12.52,1,375.6,2425.1
11.36,4,340.8,2129.3
10.23,9,306.9,1841.15
6.73,9,201.9,1016.94
8.8,6,264,1494.5
1.9,5,57,283.4
6.79,3,203.7,1030.62
8.99,7,269.7,1540.1
9.1,7,273,1566.5
9.07,12,272.1,1559.3
6.2,6,186,912.9
10.83,9,324.9,1994.15
11.34,12,340.2,2124.2
6.5,8,195,970.5
1.19,9,35.7,212.46
10.18,8,305.4,1828.4
5.37,7,161.1,753.54
3.32,12,99.6,441.02
13.66,4,409.8,2715.8
3.13,6,93.9,419.93
3.87,8,116.1,519.78
3.03,10,90.9,408.83
9.8,10,294,1734.5
3.19,7,95.7,426.59
1.51,11,45.3,242.69
8.56,1,256.8,1436.9
6.12,12,183.6,897.54
7.87,10,236.1,1276.86
14.64,4,439.2,2965.7
2.23,7,66.9,320.03
7.8,1,234,1260.9
6.66,7,199.8,1001.22
11.15,5,334.5,2075.75
1.19,7,35.7,212.46
4.82,11,144.6,656.58
2.13,11,63.9,308.93
9.24,6,277.2,1600.1
3.55,9,106.5,473.7
10.54,2,316.2,1920.2
4.36,2,130.8,590.34
6.97,4,209.1,1071.66
9.91,3,297.3,1760.9
3.95,7,118.5,531.3
5.42,8,162.6,763.14
1.64,4,49.2,254.98
10.89,10,326.7,2009.45
6.82,2,204.6,1037.46
1.79,7,53.7,271.19
12.93,5,387.9,2529.65
1.8,9,54,272.3
2.82,8,84.6,385.52
6.41,6,192.3,953.22
4.43,10,132.9,600.42
3.71,8,111.3,496.74
12.46,10,373.8,2409.8
7.48,6,224.4,1187.94
10.29,7,308.7,1856.45
3.97,6,119.1,534.18
11.86,8,355.8,2256.8
9.14,9,274.2,1576.1
2.71,11,81.3,373.31
13.97,3,419.1,2794.85
10.7,10,321,1961
8.06,3,241.8,1320.18
10.15,9,304.5,1820.75
7.23,8,216.9,1130.94
6.92,7,207.6,1060.26
2.03,2,60.9,297.83
4.22,8,126.6,570.18
4.55,12,136.5,617.7
4.76,12,142.8,647.94
8.18,6,245.4,1347.54
11.39,12,341.7,2136.95
12.2,11,366,2343.5
7.38,7,221.4,1165.14
7.13,10,213.9,1108.14
8.1,9,243,1329.3
5.85,5,175.5,845.7
1.88,9,56.4,281.18
7.04,9,211.2,1087.62
2.92,3,87.6,396.62
3.46,8,103.8,460.74
9.08,9,272.4,1561.7
6.53,6,195.9,976.26
5.38,8,161.4,755.46
6.97,4,209.1,1071.66
11.06,2,331.8,2052.8
4.09,6,122.7,551.46
7.4,9,222,1169.7
3.48,10,104.4,463.62
4.61,11,138.3,626.34
1.17,9,35.1,210.56
12.39,9,371.7,2391.95
9.15,1,274.5,1578.5
2.57,12,77.1,357.77
5.86,8,175.8,847.62
2.8,8,84,383.3
2.08,5,62.4,303.38
2.45,2,73.5,344.45
2.93,7,87.9,397.73
9.18,5,275.4,1585.7
4.6,9,138,624.9
1.39,5,41.7,231.36
3.67,7,110.1,490.98
10.71,6,321.3,1963.55
9.8,12,294,1734.5
8.95,8,268.5,1530.5
7.71,9,231.3,1240.38
14.63,4,438.9,2963.15
9.45,7,283.5,1650.5
4.16,10,124.8,561.54
3.54,8,106.2,472.26
1.92,2,57.6,285.62
1.77,9,53.1,268.97
12.78,8,383.4,2491.4
4.41,10,132.3,597.54
1.64,3,49.2,254.98
10.23,7,306.9,1841.15
3.6,1,108,480.9
2.35,7,70.5,333.35
10.06,10,301.8,1797.8
9.44,5,283.2,1648.1
11.36,11,340.8,2129.3
1.3,1,39,222.85
12.31,5,369.3,2371.55
6.7,6,201,1010.1
2.43,5,72.9,342.23
1.67,3,50.1,257.87
1.03,9,30.9,197.33
6.01,11,180.3,876.42
9.88,11,296.4,1753.7
7.11,7,213.3,1103.58
10.79,5,323.7,1983.95
7.53,4,225.9,1199.34
6.57,6,197.1,983.94
2.37,9,71.1,335.57
1.91,2,57.3,284.51
1.12,9,33.6,205.84
9.82,12,294.6,1739.3
6.64,6,199.2,997.38
1.64,3,49.2,254.98
3.57,10,107.1,476.58
4.48,9,134.4,607.62
2.69,11,80.7,371.09
8.38,12,251.4,1393.7
3.3,8,99,438.8
14.15,3,424.5,2840.75
9.39,7,281.7,1636.1
9.39,11,281.7,1636.1
9.27,12,278.1,1607.3
3.81,9,114.3,511.14
4.2,10,126,567.3
8.97,3,269.1,1535.3
13.73,12,411.9,2733.65
12.49,5,374.7,2417.45
4.2,4,126,567.3
1.94,5,58.2,287.84
7.42,1,222.6,1174.26
3.87,4,116.1,519.78
11.07,8,332.1,2055.35
11.42,9,342.6,2144.6
7.61,9,228.3,1217.58
6.36,7,190.8,943.62
6.33,12,189.9,937.86
15.22,4,456.6,3113.6
10.2,11,306,1833.5
12.37,11,371.1,2386.85
2.39,12,71.7,337.79
10.76,4,322.8,1976.3
13.47,12,404.1,2667.35
3.4,9,102,452.1
4.9,6,147,668.1
5.01,4,150.3,684.42
10.74,6,322.2,1971.2
2.4,8,72,338.9
8.95,7,268.5,1530.5
7.85,4,235.5,1272.3
1.29,3,38.7,221.91
16.31,4,489.3,3391.55
2.52,9,75.6,352.22
11.87,1,356.1,2259.35
9.49,9,284.7,1660.1
10.16,11,304.8,1823.3
2.14,8,64.2,310.04
3.42,7,102.6,454.98
7.96,11,238.8,1297.38
3.58,1,107.4,478.02
9.02,12,270.6,1547.3
6.2,8,186,912.9
8,2,240,1306.5
15.16,5,454.8,3098.3
5.5,12,165,778.5
13.08,3,392.4,2567.9
11.37,5,341.1,2131.85
5.49,2,164.7,776.58
12.24,8,367.2,2353.7
3.3,2,99,438.8
2.07,10,62.1,302.27
6.01,7,180.3,876.42
3.18,10,95.4,425.48
13.95,3,418.5,2789.75
11.51,4,345.3,2167.55
11.39,1,341.7,2136.95
1.17,2,35.1,210.56
8.73,4,261.9,1477.7
10.08,2,302.4,1802.9
11.9,8,357,2267
16.96,4,508.8,3557.3
5.53,4,165.9,784.26
6.45,7,193.5,960.9
2.78,11,83.4,381.08
2.57,4,77.1,357.77
2.28,7,68.4,325.58
10.38,12,311.4,1879.4
8.84,12,265.2,1504.1
5.98,8,179.4,870.66
11.2,1,336,2088.5
3.59,12,107.7,479.46
4.08,8,122.4,550.02
11.53,3,345.9,2172.65
9.24,10,277.2,1600.1
2.65,10,79.5,366.65
10.99,1,329.7,2034.95
11.55,3,346.5,2177.75
3.17,10,95.1,424.37
11.93,3,357.9,2274.65
11.24,2,337.2,2098.7
4.65,6,139.5,632.1
6.53,9,195.9,976.26
3.12,8,93.6,418.82
10.25,4,307.5,1846.25
6.79,2,203.7,1030.62
6.09,10,182.7,891.78
8.69,10,260.7,1468.1
16.83,3,504.9,3524.15
5.45,6,163.5,768.9
2.85,12,85.5,388.85
8.32,10,249.6,1379.46
8.25,10,247.5,1363.5
8.13,12,243.9,1336.14
6.55,5,196.5,980.1
4.6,9,138,624.9
17.25,5,517.5,3631.25
7.66,6,229.8,1228.98
9.32,1,279.6,1619.3
1.51,12,45.3,242.69
3.13,12,93.9,419.93
3.99,2,119.7,537.06
15.72,5,471.6,3241.1
2.82,10,84.6,385.52
14.44,4,433.2,2914.7
9.37,2,281.1,1631.3
6.92,2,207.6,1060.26
9.94,11,298.2,1768.1
4,12,120,538.5
9.07,10,272.1,1559.3
10.44,8,313.2,1894.7
1.49,8,44.7,240.81
5.15,9,154.5,711.3
5.96,1,178.8,866.82
10.13,1,303.9,1815.65
1.16,10,34.8,209.62
4.96,11,148.8,676.74
2.84,12,85.2,387.74
4.83,8,144.9,658.02
2.1,10,63,305.6
3.55,3,106.5,473.7
10.68,1,320.4,1955.9
10.81,5,324.3,1989.05
11.77,1,353.1,2233.85
9.33,3,279.9,1621.7
8.39,4,251.7,1396.1
5.52,12,165.6,782.34
8.97,5,269.1,1535.3
11.3,4,339,2114
7.85,2,235.5,1272.3
3.33,6,99.9,442.13
12.47,7,374.1,2412.35
6.05,4,181.5,884.1
11.17,6,335.1,2080.85
2.62,1,78.6,363.32
5.74,8,172.2,824.58
7.66,2,229.8,1228.98
1.25,12,37.5,218.12
7.34,6,220.2,1156.02
4.96,7,148.8,676.74
7.68,6,230.4,1233.54
3.95,8,118.5,531.3
2.96,7,88.8,401.06
2.8,4,84,383.3
6.97,5,209.1,1071.66
9.08,6,272.4,1561.7
7.94,9,238.2,1292.82
11.42,9,342.6,2144.6
1.86,6,55.8,278.96
2.27,11,68.1,324.47
11.89,3,356.7,2264.45
5.62,3,168.6,801.54
9.87,12,296.1,1751.3
4.91,5,147.3,669.54
2.34,11,70.2,332.24
10,1,300,1782.5
3.65,9,109.5,488.1
10.72,12,321.6,1966.1
8.48,12,254.4,1417.7
11.59,6,347.7,2187.95
9.62,8,288.6,1691.3
7.26,3,217.8,1137.78
9.16,3,274.8,1580.9
10.15,9,304.5,1820.75
9.31,1,279.3,1616.9
1.86,8,55.8,278.96
7.45,4,223.5,1181.1
12.9,4,387,2522
5.11,1,153.3,703.62
3.11,7,93.3,417.71
11.58,11,347.4,2185.4
11.3,4,339,2114
3.25,4,97.5,433.25
12.28,5,368.4,2363.9
1.58,1,47.4,249.31
8.4,9,252,1398.5
9.94,12,298.2,1768.1
6.06,9,181.8,886.02
4.98,6,149.4,679.62
8.08,4,242.4,1324.74
4.45,11,133.5,603.3
2.52,4,75.6,352.22
8.78,8,263.4,1489.7
11.77,6,353.1,2233.85
1.86,10,55.8,278.96
4.98,9,149.4,679.62
3.38,5,101.4,449.22
4.49,11,134.7,609.06
8.69,6,260.7,1468.1
3.17,10,95.1,424.37
13.62,3,408.6,2705.6
1.21,10,36.3,214.34
6.94,2,208.2,1064.82
5.43,5,162.9,765.06
2.55,6,76.5,355.55
7.77,7,233.1,1254.06
14.79,4,443.7,3003.95
1.41,3,42.3,233.24
4.16,2,124.8,561.54
7.44,8,223.2,1178.82
11.84,12,355.2,2251.7
4.64,9,139.2,630.66
9.88,6,296.4,1753.7
1.86,7,55.8,278.96
11.33,7,339.9,2121.65
1.97,12,59.1,291.17
8.12,6,243.6,1333.86
10.65,4,319.5,1948.25
10.28,7,308.4,1853.9
8.36,1,250.8,1388.9
4.41,2,132.3,597.54
7.91,4,237.3,1285.98
8.42,8,252.6,1403.3
15.98,5,479.4,3307.4
7.4,9,222,1169.7
6.86,10,205.8,1046.58
7.48,3,224.4,1187.94
2.45,9,73.5,344.45
7.57,10,227.1,1208.46
9.55,1,286.5,1674.5
1.78,5,53.4,270.08
9.39,10,281.7,1636.1
10.85,3,325.5,1999.25
10.63,6,318.9,1943.15
1.08,8,32.4,202.06
1.61,4,48.3,252.14
8.81,4,264.3,1496.9
7.14,2,214.2,1110.42
8.2,5,246,1352.1
5.94,1,178.2,862.98
5.38,7,161.4,755.46
2.62,7,78.6,363.32
2.39,7,71.7,337.79
12.48,2,374.4,2414.9
5.21,2,156.3,722.82
8.01,12,240.3,1308.78
10.67,5,320.1,1953.35
8.32,11,249.6,1379.46
5.34,6,160.2,747.78
1.47,4,44.1,238.91
4.25,2,127.5,574.5
7.04,3,211.2,1087.62
3.89,4,116.7,522.66
3.48,12,104.4,463.62
6.51,7,195.3,972.42
9.53,2,285.9,1669.7
5.78,4,173.4,832.26
10.13,9,303.9,1815.65
12.43,4,372.9,2402.15
2.48,4,74.4,347.78
8.64,11,259.2,1456.1
9,7,270,1542.5
13.45,5,403.5,2662.25
4.6,12,138,624.9
12.12,3,363.6,2323.1
8.06,6,241.8,1320.18
1.22,8,36.6,215.29
3.63,7,108.9,485.22
8.93,8,267.9,1525.7
6.37,3,191.1,945.54
12.28,12,368.4,2363.9
8.55,3,256.5,1434.5
6.69,3,200.7,1007.82
1,6,30,194.5
8.47,11,254.1,1415.3
9.42,7,282.6,1643.3
8.29,12,248.7,1372.62
8.74,4,262.2,1480.1
6.28,5,188.4,928.26
11.65,4,349.5,2203.25
8.82,12,264.6,1499.3
3.81,9,114.3,511.14
6.77,6,203.1,1026.06
6.69,11,200.7,1007.82
16.55,3,496.5,3452.75
11.73,1,351.9,2223.65
9.63,8,288.9,1693.7
9.12,9,273.6,1571.3
8.67,6,260.1,1463.3
9.3,6,279,1614.5
14.08,1,422.4,2822.9
10.28,7,308.4,1853.9
9.68,3,290.4,1705.7
12.6,12,378,2445.5
2.37,11,71.1,335.57
9.83,3,294.9,1741.7
6.63,4,198.9,995.46
7.06,6,211.8,1092.18
11.59,3,347.7,2187.95
6.84,6,205.2,1042.02
13.47,3,404.1,2667.35
6.45,9,193.5,960.9
2.55,7,76.5,355.55
2.6,8,78,361.1
4.04,11,121.2,544.26
7.73,6,231.9,1244.94
3.35,5,100.5,444.9
7.03,7,210.9,1085.34
9.52,10,285.6,1667.3
7.5,1,225,1192.5
13.31,2,399.3,2626.55
7.71,1,231.3,1240.38
15.96,3,478.8,3302.3
3.96,4,118.8,532.74
11.57,1,347.1,2182.85
5.47,3,164.1,772.74
3.79,8,113.7,508.26
2.94,7,88.2,398.84
3.47,5,104.1,462.18
9.73,11,291.9,1717.7
4.71,1,141.3,640.74
3.5,10,105,466.5
2.96,6,88.8,401.06
3.46,6,103.8,460.74
5.33,9,159.9,745.86
7.64,7,229.2,1224.42
5.17,1,155.1,715.14
3.3,11,99,438.8
2.82,8,84.6,385.52
16.41,4,492.3,3417.05
1.86,6,55.8,278.96
6.31,5,189.3,934.02
9.45,1,283.5,1650.5
11.61,1,348.3,2193.05
1.48,12,44.4,239.86
3.45,3,103.5,459.3
6.85,9,205.5,1044.3
5.86,6,175.8,847.62
1.46,10,43.8,237.97
9.51,9,285.3,1664.9
11.87,11,356.1,2259.35
7.06,9,211.8,1092.18
3.18,6,95.4,425.48
15.54,3,466.2,3195.2
4.89,1,146.7,666.66
5.13,12,153.9,707.46
15.51,5,465.3,3187.55
11.42,9,342.6,2144.6
10.76,6,322.8,1976.3
6.77,3,203.1,1026.06
3,1,90,405.5
6.49,2,194.7,968.58
8.8,12,264,1494.5
11.19,8,335.7,2085.95
7.74,11,232.2,1247.22
4.9,4,147,668.1
6.07,9,182.1,887.94
11.74,10,352.2,2226.2
9.58,2,287.4,1681.7
7.67,3,230.1,1231.26
4,12,120,538.5
9.93,4,297.9,1765.7
9.87,11,296.1,1751.3
7.72,8,231.6,1242.66
10.97,5,329.1,2029.85
4.67,11,140.1,634.98
7.16,12,214.8,1114.98
1.8,6,54,272.3
9.9,9,297,1758.5
6.81,2,204.3,1035.18
1.82,2,54.6,274.52
10.43,8,312.9,1892.15
9.51,10,285.3,1664.9
3.57,9,107.1,476.58
6.93,1,207.9,1062.54
6.11,3,183.3,895.62
7.5,7,225,1192.5
9.7,6,291,1710.5
9.62,10,288.6,1691.3
11.18,12,335.4,2083.4
11.21,11,336.3,2091.05
10.68,12,320.4,1955.9
10.04,5,301.2,1792.7
2.81,8,84.3,384.41
13.95,3,418.5,2789.75
7.13,2,213.9,1108.14
2.86,5,85.8,389.96
4.19,8,125.7,565.86
3.87,3,116.1,519.78
13.79,3,413.7,2748.95
3.47,4,104.1,462.18
12.71,8,381.3,2473.55
7.93,1,237.9,1290.54
11.1,12,333,2063
6.9,10,207,1055.7
15.17,4,455.1,3100.85
9.25,1,277.5,1602.5
12.72,11,381.6,2476.1
5.46,11,163.8,770.82
5.98,11,179.4,870.66
4.15,7,124.5,560.1
5.04,9,151.2,690.18
5.77,2,173.1,830.34
9.23,7,276.9,1597.7
6.79,9,203.7,1030.62
7.21,8,216.3,1126.38
2.56,1,76.8,356.66
5.77,8,173.1,830.34
8.85,2,265.5,1506.5
13.02,3,390.6,2552.6
11.08,10,332.4,2057.9
4.66,6,139.8,633.54
10.82,7,324.6,1991.6
6.24,7,187.2,920.58
4.46,7,133.8,604.74
7.39,2,221.7,1167.42
7.1,11,213,1101.3
2.6,5,78,361.1
4.76,9,142.8,647.94
11.08,9,332.4,2057.9
9.55,8,286.5,1674.5
5.94,8,178.2,862.98
6.98,3,209.4,1073.94
6.67,9,200.1,1003.26
7.81,3,234.3,1263.18
10.14,10,304.2,1818.2
3.21,10,96.3,428.81
7.32,4,219.6,1151.46
4.48,3,134.4,607.62
10.3,10,309,1859
10.43,9,312.9,1892.15
12.21,3,366.3,2346.05
9.51,6,285.3,1664.9
4.86,2,145.8,662.34
1.65,7,49.5,255.92
7.43,7,222.9,1176.54
9.72,4,291.6,1715.3
5.05,6,151.5,692.1
9.8,11,294,1734.5
1.97,4,59.1,291.17
8.96,3,268.8,1532.9
5.24,9,157.2,728.58
3.59,9,107.7,479.46
4.65,8,139.5,632.1
3.19,3,95.7,426.59
4.27,2,128.1,577.38
12.87,5,386.1,2514.35
3.27,8,98.1,435.47
4.74,11,142.2,645.06
6.17,7,185.1,907.14
10.54,6,316.2,1920.2
5.21,3,156.3,722.82
2.74,4,82.2,376.64
3.38,12,101.4,449.22
1.57,3,47.1,248.37
11.3,9,339,2114
3.13,5,93.9,419.93
7.14,10,214.2,1110.42
8.04,6,241.2,1315.62
5.26,1,157.8,732.42
7.37,5,221.1,1162.86
8.09,10,242.7,1327.02
10.67,7,320.1,1953.35
5.52,2,165.6,782.34
1.1,12,33,203.95
7.64,3,229.2,1224.42
9.94,6,298.2,1768.1
5.89,2,176.7,853.38
6.1,7,183,893.7
7.53,10,225.9,1199.34
3.26,7,97.8,434.36
7.86,7,235.8,1274.58
12.98,4,389.4,2542.4
8.22,9,246.6,1356.66
5.05,2,151.5,692.1
8.79,2,263.7,1492.1
1.29,7,38.7,221.91
2.81,10,84.3,384.41
7.72,12,231.6,1242.66
1.41,11,42.3,233.24
8.52,8,255.6,1427.3
1.58,1,47.4,249.31
3.82,12,114.6,512.58
11.46,9,343.8,2154.8
9.75,2,292.5,1722.5
9.31,4,279.3,1616.9
1.28,2,38.4,220.96
2.4,8,72,338.9
10.55,12,316.5,1922.75
5.4,8,162,759.3
9.1,11,273,1566.5
11.79,12,353.7,2238.95
7.06,8,211.8,1092.18
3.8,10,114,509.7
8.85,10,265.5,1506.5
7.9,8,237,1283.7
6.65,9,199.5,999.3
3,9,90,405.5
8.03,9,240.9,1313.34
11.8,1,354,2241.5
2.71,11,81.3,373.31
1.43,8,42.9,235.13
5.8,11,174,836.1
7.19,10,215.7,1121.82
5.34,7,160.2,747.78
13.01,9,390.3,2550.05
5.43,12,162.9,765.06
4.36,2,130.8,590.34
3.13,10,93.9,419.93
3.31,8,99.3,439.91
3.54,6,106.2,472.26
2.57,11,77.1,357.77
8.67,7,260.1,1463.3
3.31,7,99.3,439.91
10.07,8,302.1,1800.35
6.05,5,181.5,884.1
10.88,1,326.4,2006.9
7.53,3,225.9,1199.34
11.25,7,337.5,2101.25
6.02,6,180.6,878.34
8.24,7,247.2,1361.22
9.01,2,270.3,1544.9
1.65,5,49.5,255.92
2.55,5,76.5,355.55
6.8,4,204,1032.9
3.08,6,92.4,414.38
6.18,4,185.4,909.06
7.53,10,225.9,1199.34
2.85,7,85.5,388.85
8.33,5,249.9,1381.74
15.63,3,468.9,3218.15
7.08,2,212.4,1096.74
2.19,7,65.7,315.59
9.04,12,271.2,1552.1
4.64,6,139.2,630.66
11.16,4,334.8,2078.3
11.83,8,354.9,2249.15
8.57,9,257.1,1439.3
11.89,8,356.7,2264.45
6.15,1,184.5,903.3
4.78,8,143.4,650.82
11.25,7,337.5,2101.25
11.05,4,331.5,2050.25
2.84,7,85.2,387.74
14.11,5,423.3,2830.55
7.39,9,221.7,1167.42
6.39,6,191.7,949.38
5.32,2,159.6,743.94
5.84,6,175.2,843.78
12,12,360,2292.5
9.53,8,285.9,1669.7
12.3,4,369,2369
11.63,7,348.9,2198.15
8.01,6,240.3,1308.78
5.51,4,165.3,780.42
10.93,3,327.9,2019.65
2.75,1,82.5,377.75
8.08,8,242.4,1324.74
7.46,3,223.8,1183.38
3.08,6,92.4,414.38
10.87,6,326.1,2004.35
8.68,6,260.4,1465.7
7.35,8,220.5,1158.3
2.75,8,82.5,377.75
10.75,2,322.5,1973.75
7.17,6,215.1,1117.26
1.64,2,49.2,254.98
3.8,9,114,509.7
7.39,2,221.7,1167.42
10.16,5,304.8,1823.3
10.03,9,300.9,1790.15
10.53,2,315.9,1917.65
9.22,12,276.6,1595.3
7.97,12,239.1,1299.66
6.72,10,201.6,1014.66
16.99,4,509.7,3564.95
10.19,9,305.7,1830.95
9.6,8,288,1686.5
11.87,4,356.1,2259.35
9.25,7,277.5,1602.5
12.91,11,387.3,2524.55
1.69,11,50.7,260.09
8.43,12,252.9,1405.7
9.9,9,297,1758.5
10.08,1,302.4,1802.9
1.86,11,55.8,278.96
10.31,6,309.3,1861.55
10.62,5,318.6,1940.6
12.44,1,373.2,2404.7
2.08,10,62.4,303.38
13.55,5,406.5,2687.75
6.89,6,206.7,1053.42
6,12,180,874.5
9.76,8,292.8,1724.9
9.85,3,295.5,1746.5
3.08,6,92.4,414.38
7.06,2,211.8,1092.18
7.45,3,223.5,1181.1
8.61,9,258.3,1448.9
11.49,8,344.7,2162.45
13.05,4,391.5,2560.25
13.25,3,397.5,2611.25
5.25,6,157.5,730.5
9.08,8,272.4,1561.7
6.72,7,201.6,1014.66
11.51,7,345.3,2167.55
3.12,2,93.6,418.82
12.05,8,361.5,2305.25
8.57,1,257.1,1439.3
13.1,4,393,2573
4.7,6,141,639.3
3.33,2,99.9,442.13
6.07,1,182.1,887.94
9.85,7,295.5,1746.5
2.11,9,63.3,306.71
9.84,6,295.2,1744.1
2.56,4,76.8,356.66
12.46,2,373.8,2409.8
6.07,12,182.1,887.94
10.11,8,303.3,1810.55
2.67,2,80.1,368.87
6.3,5,189,932.1
12.05,3,361.5,2305.25
5.41,10,162.3,761.22
2.84,8,85.2,387.74
1.58,4,47.4,249.31
5.39,5,161.7,757.38
5.23,9,156.9,726.66
3.93,8,117.9,528.42
16.24,4,487.2,3373.7
8.3,6,249,1374.9
3.61,12,108.3,482.34
9.14,9,274.2,1576.1
7.67,3,230.1,1231.26
8.42,5,252.6,1403.3
5.81,1,174.3,838.02
16.45,4,493.5,3427.25
11.31,7,339.3,2116.55
5.28,7,158.4,736.26
11.02,8,330.6,2042.6
6.13,7,183.9,899.46
9.37,9,281.1,1631.3
3.52,3,105.6,469.38
7.23,1,216.9,1130.94
9.36,1,280.8,1628.9
8.67,1,260.1,1463.3
11.45,8,343.5,2152.25
7.93,11,237.9,1290.54
8.39,6,251.7,1396.1
9.53,7,285.9,1669.7
6.64,10,199.2,997.38
6.82,12,204.6,1037.46
11.26,8,337.8,2103.8
6.31,11,189.3,934.02
1.56,8,46.8,247.42
8,7,240,1306.5
1.66,10,49.8,256.87
3.65,1,109.5,488.1
12.12,2,363.6,2323.1
14.26,5,427.8,2868.8
10.89,4,326.7,2009.45
2.4,1,72,338.9
6.96,10,208.8,1069.38
11.44,9,343.2,2149.7
13.33,12,399.9,2631.65
10.75,11,322.5,1973.75
13.1,1,393,2573
14.54,3,436.2,2940.2
2.07,8,62.1,302.27
4.88,7,146.4,665.22
8.5,7,255,1422.5
10.66,9,319.8,1950.8
1,9,30,194.5
3.4,9,102,452.1
9.05,9,271.5,1554.5
4.04,1,121.2,544.26
7.09,11,212.7,1099.02
6.18,4,185.4,909.06
4.81,6,144.3,655.14
4.76,9,142.8,647.94
2.59,7,77.7,359.99
6.36,1,190.8,943.62
15.56,4,466.8,3200.3
2.08,1,62.4,303.38
8.75,9,262.5,1482.5
10.15,12,304.5,1820.75
6.23,10,186.9,918.66
7.2,7,216,1124.1
10.09,1,302.7,1805.45
12.08,12,362.4,2312.9
12.14,3,364.2,2328.2
7.2,5,216,1124.1
8.12,8,243.6,1333.86
5.28,2,158.4,736.26
7.58,2,227.4,1210.74
7.76,11,232.8,1251.78
3.12,4,93.6,418.82
1.92,10,57.6,285.62
5.45,6,163.5,768.9
1.15,7,34.5,208.68
14.63,4,438.9,2963.15
1.52,6,45.6,243.64
1.23,9,36.9,216.23
8.73,9,261.9,1477.7
5.53,8,165.9,784.26
1.06,9,31.8,200.17
10.37,6,311.1,1876.85
10.3,10,309,1859
5.89,7,176.7,853.38
3.56,2,106.8,475.14
4.35,11,130.5,588.9
11.07,1,332.1,2055.35
14.24,3,427.2,2863.7
3.43,11,102.9,456.42
11.24,8,337.2,2098.7
1.37,5,41.1,229.47
9.16,11,274.8,1580.9
12.42,12,372.6,2399.6
3.17,2,95.1,424.37
4.1,6,123,552.9
4.75,4,142.5,646.5
11.57,6,347.1,2182.85
6.11,12,183.3,895.62
14.45,4,433.5,2917.25
13.78,5,413.4,2746.4
6.24,6,187.2,920.58
5.56,9,166.8,790.02
6.08,8,182.4,889.86
7.21,12,216.3,1126.38
6.76,12,202.8,1023.78
11.09,4,332.7,2060.45
8.95,5,268.5,1530.5
11.95,1,358.5,2279.75
7.23,1,216.9,1130.94
10.87,2,326.1,2004.35
8.76,4,262.8,1484.9
8.74,9,262.2,1480.1
5.69,11,170.7,814.98
8.12,11,243.6,1333.86
2.32,11,69.6,330.02
16.3,3,489,3389
10.78,9,323.4,1981.4
12.3,2,369,2369
6.28,3,188.4,928.26
7.22,7,216.6,1128.66
1.66,8,49.8,256.87
9.23,11,276.9,1597.7
11.55,11,346.5,2177.75
